customer_id,customer_age,customer_gender,customer_location,customer_membership,customer_engagement_score,order_id,order_date,order_value,order_frequency,payment_method,discount_applied,return_status,product_id,product_category,product_price,product_rating,inventory_status,source,recommendation_score
CUST00161,49,Male,Chennai,Silver,84,ORD000161,2023-06-10,3523.3,6,Net Banking,28,Yes,PROD00161,Accessories,13143.52,3.8,In Stock,Google Ads,8
CUST00162,24,Male,Bangalore,Regular,76,ORD000162,2023-06-11,1320.0,6,Credit Card,40,No,PROD00162,Clothing,272.51,1.6,In Stock,Email Marketing,6
CUST00163,39,Female,Bangalore,Regular,33,ORD000163,2023-06-12,3201.58,7,Credit Card,35,No,PROD00163,Accessories,18557.59,4.7,In Stock,Social Media,7
CUST00164,45,Female,Delhi,Gold,28,ORD000164,2023-06-13,3785.98,6,UPI,25,No,PROD00164,Groceries,1419.17,1.3,In Stock,Email Marketing,1
CUST00165,19,Male,Chennai,Regular,8,ORD000165,2023-06-14,1249.83,1,UPI,30,No,PROD00165,Accessories,7399.44,1.2,In Stock,Word of Mouth,6
CUST00166,59,Male,Hyderabad,Gold,1,ORD000166,2023-06-15,487.73,3,Credit Card,43,No,PROD00166,Clothing,8113.96,1.7,In Stock,Word of Mouth,2
CUST00167,62,Female,Chennai,Silver,37,ORD000167,2023-06-16,828.67,2,UPI,11,No,PROD00167,Clothing,126.97,4.6,In Stock,Word of Mouth,6
CUST00168,23,Male,Mumbai,Regular,63,ORD000168,2023-06-17,3108.79,6,UPI,16,No,PROD00168,Groceries,9992.08,3.1,In Stock,Email Marketing,3
CUST00169,45,Male,Pune,Silver,22,ORD000169,2023-06-18,4277.34,8,UPI,14,No,PROD00169,Clothing,15080.9,4.2,Out of Stock,Google Ads,7
CUST00170,45,Male,Kolkata,Silver,70,ORD000170,2023-06-19,415.98,3,UPI,8,No,PROD00170,Clothing,16483.05,1.9,In Stock,Word of Mouth,3
CUST00171,61,Female,Hyderabad,Regular,21,ORD000171,2023-06-20,3723.93,8,UPI,38,No,PROD00171,Accessories,17600.0,3.0,In Stock,Google Ads,9
CUST00172,61,Female,Bangalore,Gold,96,ORD000172,2023-06-21,1838.33,8,Net Banking,41,No,PROD00172,Electronics,9805.61,2.4,Out of Stock,Google Ads,3
CUST00173,37,Male,Hyderabad,Silver,35,ORD000173,2023-06-22,2496.94,5,UPI,47,No,PROD00173,Clothing,12649.66,4.3,In Stock,Social Media,7
CUST00174,47,Male,Pune,Regular,79,ORD000174,2023-06-23,4658.53,8,Wallet,11,No,PROD00174,Clothing,1682.44,1.1,Out of Stock,Email Marketing,4
CUST00175,28,Male,Bangalore,Silver,5,ORD000175,2023-06-24,1793.46,6,Credit Card,31,No,PROD00175,Groceries,9811.96,2.0,In Stock,Word of Mouth,8
CUST00176,45,Female,Pune,Platinum,60,ORD000176,2023-06-25,2433.62,5,Net Banking,24,No,PROD00176,Groceries,3180.83,1.6,In Stock,Google Ads,2
CUST00177,42,Male,Bangalore,Regular,46,ORD000177,2023-06-26,265.68,9,Net Banking,38,No,PROD00177,Accessories,7455.9,4.4,In Stock,Email Marketing,8
CUST00178,56,Male,Hyderabad,Gold,50,ORD000178,2023-06-27,591.67,7,UPI,17,No,PROD00178,Accessories,6653.18,2.9,Out of Stock,Email Marketing,9
CUST00179,50,Female,Bangalore,Regular,48,ORD000179,2023-06-28,1441.24,8,Credit Card,14,Yes,PROD00179,Clothing,8528.46,2.6,In Stock,Word of Mouth,8
CUST00180,18,Male,Bangalore,Silver,6,ORD000180,2023-06-29,333.69,1,Wallet,31,No,PROD00180,Electronics,11475.57,2.8,Out of Stock,Social Media,6
CUST00181,44,Female,Mumbai,Silver,89,ORD000181,2023-06-30,3230.6,2,UPI,5,No,PROD00181,Electronics,18067.25,4.9,In Stock,Social Media,10
CUST00182,30,Male,Chennai,Regular,56,ORD000182,2023-07-01,2246.71,8,Credit Card,43,No,PROD00182,Accessories,7950.24,4.4,Out of Stock,Google Ads,1
CUST00183,58,Male,Chennai,Regular,59,ORD000183,2023-07-02,2831.1,9,UPI,42,No,PROD00183,Groceries,19624.51,3.8,In Stock,Social Media,7
CUST00184,20,Male,Kolkata,Silver,29,ORD000184,2023-07-03,1038.31,4,UPI,34,No,PROD00184,Clothing,15204.66,2.2,In Stock,Social Media,1
CUST00185,56,Female,Kolkata,Regular,71,ORD000185,2023-07-04,1620.47,9,UPI,33,Yes,PROD00185,Clothing,10278.47,1.7,Out of Stock,Social Media,7
CUST00186,23,Female,Mumbai,Silver,77,ORD000186,2023-07-05,3386.36,4,UPI,37,No,PROD00186,Electronics,12916.13,4.7,Out of Stock,Email Marketing,2
CUST00187,25,Female,Kolkata,Regular,18,ORD000187,2023-07-06,4833.45,9,UPI,4,Yes,PROD00187,Accessories,2134.26,2.7,In Stock,Word of Mouth,8
CUST00188,44,Male,Pune,Gold,2,ORD000188,2023-07-07,442.0,7,UPI,17,No,PROD00188,Electronics,16905.98,2.1,In Stock,Email Marketing,2
CUST00189,26,Female,Hyderabad,Silver,8,ORD000189,2023-07-08,4473.84,2,UPI,15,No,PROD00189,Electronics,11688.91,2.9,In Stock,Email Marketing,3
CUST00190,54,Male,Delhi,Gold,75,ORD000190,2023-07-09,2969.03,9,Wallet,7,No,PROD00190,Accessories,19722.74,4.7,In Stock,Word of Mouth,3
CUST00191,50,Male,Pune,Regular,97,ORD000191,2023-07-10,2906.81,4,Net Banking,24,No,PROD00191,Groceries,12764.93,2.5,In Stock,Email Marketing,1
CUST00192,59,Female,Delhi,Silver,54,ORD000192,2023-07-11,2601.34,8,Wallet,31,Yes,PROD00192,Clothing,16698.82,3.3,In Stock,Google Ads,5
CUST00193,61,Male,Delhi,Silver,38,ORD000193,2023-07-12,533.09,7,UPI,25,No,PROD00193,Groceries,16015.28,4.2,In Stock,Google Ads,5
CUST00194,41,Male,Mumbai,Regular,48,ORD000194,2023-07-13,631.41,7,UPI,21,Yes,PROD00194,Accessories,6974.68,2.7,In Stock,Email Marketing,10
CUST00195,32,Male,Pune,Regular,27,ORD000195,2023-07-14,3084.38,8,Wallet,30,No,PROD00195,Accessories,5266.25,1.9,In Stock,Social Media,5
CUST00196,49,Male,Mumbai,Regular,20,ORD000196,2023-07-15,1836.6,1,Wallet,42,No,PROD00196,Clothing,8666.82,5.0,In Stock,Email Marketing,9
CUST00197,49,Male,Bangalore,Silver,12,ORD000197,2023-07-16,4602.89,5,Net Banking,9,No,PROD00197,Groceries,9398.1,4.8,In Stock,Social Media,6
CUST00198,41,Female,Delhi,Silver,43,ORD000198,2023-07-17,2151.63,2,Wallet,11,No,PROD00198,Clothing,4877.69,4.4,In Stock,Email Marketing,6
CUST00199,58,Male,Hyderabad,Regular,61,ORD000199,2023-07-18,887.75,2,Net Banking,27,No,PROD00199,Electronics,17902.5,3.8,In Stock,Google Ads,3
CUST00200,29,Female,Kolkata,Silver,31,ORD000200,2023-07-19,3630.65,1,UPI,5,No,PROD00200,Electronics,10896.7,2.2,In Stock,Social Media,5
CUST00201,56,Female,Hyderabad,Regular,91,ORD000201,2023-07-20,1608.1,5,Credit Card,19,No,PROD00201,Electronics,19571.04,4.7,In Stock,Google Ads,10
CUST00202,19,Male,Kolkata,Regular,96,ORD000202,2023-07-21,2722.26,2,Credit Card,4,Yes,PROD00202,Groceries,16219.35,2.1,Out of Stock,Email Marketing,7
CUST00203,20,Male,Delhi,Platinum,61,ORD000203,2023-07-22,3549.6,4,Credit Card,22,No,PROD00203,Electronics,11158.53,4.2,In Stock,Word of Mouth,3
CUST00204,54,Male,Delhi,Gold,74,ORD000204,2023-07-23,4521.27,3,Credit Card,8,No,PROD00204,Clothing,18946.1,4.7,Out of Stock,Social Media,2
CUST00205,34,Female,Delhi,Silver,67,ORD000205,2023-07-24,4002.52,3,UPI,28,No,PROD00205,Groceries,10147.01,3.4,In Stock,Social Media,5
CUST00206,19,Male,Mumbai,Regular,91,ORD000206,2023-07-25,3446.53,2,Credit Card,15,No,PROD00206,Clothing,17753.42,4.2,In Stock,Email Marketing,3
CUST00207,19,Female,Pune,Silver,35,ORD000207,2023-07-26,3462.24,6,Wallet,45,No,PROD00207,Accessories,7227.08,4.2,In Stock,Email Marketing,5
CUST00208,45,Male,Kolkata,Regular,95,ORD000208,2023-07-27,4740.44,2,Wallet,21,No,PROD00208,Groceries,7634.98,1.8,In Stock,Social Media,9
CUST00209,40,Female,Pune,Regular,15,ORD000209,2023-07-28,1619.96,8,Credit Card,7,No,PROD00209,Clothing,8420.8,3.7,In Stock,Word of Mouth,10
CUST00210,54,Male,Mumbai,Regular,16,ORD000210,2023-07-29,205.34,8,Wallet,19,No,PROD00210,Clothing,10977.85,1.4,In Stock,Email Marketing,1
CUST00211,49,Male,Mumbai,Silver,13,ORD000211,2023-07-30,1505.38,5,Net Banking,13,Yes,PROD00211,Groceries,11114.46,3.0,In Stock,Email Marketing,4
CUST00212,50,Female,Chennai,Silver,35,ORD000212,2023-07-31,1245.88,7,UPI,38,No,PROD00212,Accessories,9978.34,1.6,In Stock,Email Marketing,10
CUST00213,18,Female,Hyderabad,Regular,75,ORD000213,2023-08-01,3376.81,4,Credit Card,36,No,PROD00213,Groceries,6189.42,2.7,In Stock,Word of Mouth,5
CUST00214,36,Male,Hyderabad,Silver,59,ORD000214,2023-08-02,3241.82,1,Credit Card,49,No,PROD00214,Electronics,18551.41,4.3,In Stock,Social Media,2
CUST00215,19,Female,Bangalore,Gold,21,ORD000215,2023-08-03,3048.61,2,UPI,33,No,PROD00215,Electronics,11812.86,4.9,In Stock,Google Ads,2
CUST00216,61,Female,Mumbai,Regular,54,ORD000216,2023-08-04,277.97,4,Wallet,10,Yes,PROD00216,Accessories,8214.01,2.3,Out of Stock,Email Marketing,1
CUST00217,43,Female,Kolkata,Silver,75,ORD000217,2023-08-05,3698.13,1,UPI,39,No,PROD00217,Clothing,13058.42,3.1,In Stock,Word of Mouth,8
CUST00218,49,Female,Chennai,Gold,30,ORD000218,2023-08-06,1752.95,8,UPI,32,No,PROD00218,Clothing,15382.54,3.0,In Stock,Social Media,2
CUST00219,23,Male,Chennai,Regular,48,ORD000219,2023-08-07,3392.27,9,Wallet,30,No,PROD00219,Clothing,19218.49,4.8,In Stock,Social Media,3
CUST00220,49,Male,Pune,Regular,35,ORD000220,2023-08-08,2871.58,4,UPI,43,No,PROD00220,Groceries,10041.03,2.9,Out of Stock,Word of Mouth,2
CUST00221,21,Male,Hyderabad,Silver,86,ORD000221,2023-08-09,1845.11,3,Wallet,33,No,PROD00221,Groceries,2330.76,3.8,In Stock,Email Marketing,4
CUST00222,28,Female,Mumbai,Silver,38,ORD000222,2023-08-10,845.97,2,Wallet,49,No,PROD00222,Accessories,8871.24,4.7,In Stock,Google Ads,1
CUST00223,34,Female,Bangalore,Gold,31,ORD000223,2023-08-11,653.21,5,UPI,6,No,PROD00223,Electronics,9631.51,2.5,In Stock,Email Marketing,3
CUST00224,55,Male,Mumbai,Regular,78,ORD000224,2023-08-12,4191.29,3,Net Banking,48,No,PROD00224,Clothing,17950.18,4.6,In Stock,Social Media,5
CUST00225,41,Male,Pune,Platinum,24,ORD000225,2023-08-13,4608.31,7,Wallet,22,No,PROD00225,Electronics,7956.54,4.7,In Stock,Google Ads,10
CUST00226,22,Female,Delhi,Regular,49,ORD000226,2023-08-14,3318.98,6,UPI,45,No,PROD00226,Groceries,19071.15,4.7,In Stock,Email Marketing,1
CUST00227,51,Other,Mumbai,Regular,96,ORD000227,2023-08-15,696.48,1,Wallet,6,No,PROD00227,Groceries,9754.12,2.1,Out of Stock,Google Ads,4
CUST00228,23,Female,Pune,Silver,100,ORD000228,2023-08-16,2129.73,8,Net Banking,24,Yes,PROD00228,Groceries,19478.23,2.6,In Stock,Word of Mouth,6
CUST00229,39,Male,Delhi,Regular,32,ORD000229,2023-08-17,3698.91,2,Net Banking,2,No,PROD00229,Electronics,263.15,4.5,In Stock,Email Marketing,4
CUST00230,28,Male,Delhi,Regular,55,ORD000230,2023-08-18,3943.14,5,Credit Card,37,No,PROD00230,Accessories,17986.43,2.4,In Stock,Social Media,7
CUST00231,33,Male,Bangalore,Regular,79,ORD000231,2023-08-19,767.45,9,Wallet,19,No,PROD00231,Accessories,18629.3,3.4,In Stock,Social Media,7
CUST00232,50,Female,Kolkata,Regular,58,ORD000232,2023-08-20,200.15,8,Wallet,33,No,PROD00232,Groceries,19224.32,1.5,In Stock,Google Ads,6
CUST00233,26,Male,Hyderabad,Regular,99,ORD000233,2023-08-21,3618.26,2,UPI,48,No,PROD00233,Clothing,360.22,1.2,In Stock,Word of Mouth,9
CUST00234,23,Female,Mumbai,Platinum,3,ORD000234,2023-08-22,1911.66,9,Wallet,43,Yes,PROD00234,Electronics,3516.85,2.6,In Stock,Email Marketing,2
CUST00235,33,Male,Delhi,Regular,80,ORD000235,2023-08-23,1421.51,5,Credit Card,43,No,PROD00235,Groceries,13109.91,3.3,In Stock,Word of Mouth,10
CUST00236,46,Female,Mumbai,Silver,69,ORD000236,2023-08-24,261.91,6,Net Banking,29,No,PROD00236,Electronics,606.91,2.6,In Stock,Word of Mouth,8
CUST00237,20,Female,Kolkata,Silver,85,ORD000237,2023-08-25,2793.44,3,Net Banking,16,No,PROD00237,Electronics,1365.82,3.3,In Stock,Google Ads,8
CUST00238,37,Female,Hyderabad,Gold,10,ORD000238,2023-08-26,4285.52,3,Credit Card,9,No,PROD00238,Accessories,4499.47,3.1,In Stock,Google Ads,10
CUST00239,53,Male,Kolkata,Regular,83,ORD000239,2023-08-27,4796.63,8,Wallet,34,No,PROD00239,Groceries,10297.55,3.7,In Stock,Email Marketing,4
CUST00240,36,Male,Hyderabad,Gold,25,ORD000240,2023-08-28,2915.58,2,Wallet,19,No,PROD00240,Accessories,10963.46,3.6,In Stock,Social Media,6
CUST00241,43,Male,Chennai,Silver,68,ORD000241,2023-08-29,2669.41,2,Credit Card,17,No,PROD00241,Groceries,781.8,2.7,In Stock,Email Marketing,6
CUST00242,20,Female,Hyderabad,Silver,61,ORD000242,2023-08-30,608.27,5,UPI,44,Yes,PROD00242,Electronics,3490.31,2.7,In Stock,Word of Mouth,5
CUST00243,36,Female,Bangalore,Silver,29,ORD000243,2023-08-31,2834.59,6,Net Banking,43,No,PROD00243,Accessories,10044.14,1.6,In Stock,Google Ads,1
CUST00244,37,Female,Kolkata,Gold,19,ORD000244,2023-09-01,2023.9,2,Credit Card,26,No,PROD00244,Electronics,11919.42,3.1,In Stock,Word of Mouth,3
CUST00245,49,Female,Delhi,Regular,43,ORD000245,2023-09-02,3114.25,5,Credit Card,48,No,PROD00245,Groceries,3053.19,3.3,In Stock,Google Ads,7
CUST00246,24,Female,Chennai,Silver,66,ORD000246,2023-09-03,2065.89,7,Wallet,35,No,PROD00246,Clothing,8036.94,2.9,Out of Stock,Social Media,8
CUST00247,58,Male,Bangalore,Silver,74,ORD000247,2023-09-04,1353.44,8,Net Banking,22,No,PROD00247,Accessories,18097.59,2.3,In Stock,Word of Mouth,2
CUST00248,50,Female,Mumbai,Silver,61,ORD000248,2023-09-05,655.83,7,Wallet,31,No,PROD00248,Accessories,19978.1,3.9,In Stock,Google Ads,3
CUST00249,57,Male,Kolkata,Platinum,43,ORD000249,2023-09-06,1711.61,8,Credit Card,9,Yes,PROD00249,Electronics,19745.57,1.3,In Stock,Email Marketing,4
CUST00250,56,Male,Pune,Regular,25,ORD000250,2023-09-07,663.9,9,UPI,10,No,PROD00250,Electronics,17645.32,4.7,In Stock,Email Marketing,5
CUST00251,35,Female,Pune,Platinum,20,ORD000251,2023-09-08,1049.11,5,Net Banking,37,No,PROD00251,Clothing,7953.74,1.1,Out of Stock,Email Marketing,3
CUST00252,57,Male,Delhi,Regular,48,ORD000252,2023-09-09,4939.21,5,Credit Card,5,No,PROD00252,Accessories,13762.83,4.8,In Stock,Word of Mouth,5
CUST00253,18,Male,Hyderabad,Regular,83,ORD000253,2023-09-10,2331.7,4,Credit Card,40,No,PROD00253,Groceries,8390.19,2.8,In Stock,Google Ads,8
CUST00254,28,Female,Delhi,Regular,87,ORD000254,2023-09-11,2752.98,9,UPI,46,No,PROD00254,Groceries,13005.69,2.7,In Stock,Google Ads,8
CUST00255,45,Male,Pune,Regular,24,ORD000255,2023-09-12,4393.37,5,Credit Card,33,Yes,PROD00255,Accessories,6257.71,2.0,Out of Stock,Google Ads,2
CUST00256,42,Female,Mumbai,Silver,11,ORD000256,2023-09-13,4978.73,2,Credit Card,35,No,PROD00256,Accessories,12163.42,1.0,In Stock,Word of Mouth,6
CUST00257,40,Male,Chennai,Regular,98,ORD000257,2023-09-14,2997.03,8,Net Banking,36,No,PROD00257,Accessories,10522.79,2.1,Out of Stock,Google Ads,4
CUST00258,48,Male,Chennai,Regular,55,ORD000258,2023-09-15,4099.87,7,Net Banking,16,Yes,PROD00258,Clothing,587.16,1.4,In Stock,Social Media,9
CUST00259,47,Male,Kolkata,Gold,28,ORD000259,2023-09-16,1769.32,8,Net Banking,39,No,PROD00259,Groceries,15834.99,3.6,In Stock,Word of Mouth,10
CUST00260,59,Male,Chennai,Gold,69,ORD000260,2023-09-17,1667.57,3,Wallet,39,No,PROD00260,Groceries,336.77,2.3,In Stock,Social Media,2
CUST00261,52,Female,Kolkata,Gold,63,ORD000261,2023-09-18,2132.98,4,UPI,11,No,PROD00261,Electronics,5933.8,4.1,Out of Stock,Social Media,8
CUST00262,24,Male,Kolkata,Gold,59,ORD000262,2023-09-19,3428.03,5,Net Banking,20,No,PROD00262,Electronics,217.89,1.8,Out of Stock,Email Marketing,1
CUST00263,33,Female,Kolkata,Silver,5,ORD000263,2023-09-20,3474.52,6,Wallet,39,No,PROD00263,Accessories,7586.41,4.6,In Stock,Word of Mouth,6
CUST00264,43,Male,Pune,Regular,51,ORD000264,2023-09-21,1713.15,1,Wallet,18,No,PROD00264,Electronics,1356.89,3.1,In Stock,Google Ads,10
CUST00265,19,Female,Pune,Regular,21,ORD000265,2023-09-22,839.41,4,UPI,2,No,PROD00265,Clothing,18278.87,1.5,In Stock,Social Media,1
CUST00266,18,Female,Hyderabad,Silver,12,ORD000266,2023-09-23,3235.5,5,UPI,17,No,PROD00266,Groceries,8372.02,2.6,In Stock,Word of Mouth,2
CUST00267,29,Female,Bangalore,Regular,50,ORD000267,2023-09-24,815.96,7,Credit Card,18,No,PROD00267,Groceries,9243.97,1.8,In Stock,Google Ads,3
CUST00268,22,Male,Kolkata,Silver,4,ORD000268,2023-09-25,2976.76,5,Wallet,46,No,PROD00268,Electronics,7062.02,1.8,In Stock,Email Marketing,9
CUST00269,54,Male,Kolkata,Regular,42,ORD000269,2023-09-26,3528.43,1,Net Banking,5,No,PROD00269,Accessories,12587.37,3.0,In Stock,Word of Mouth,5
CUST00270,49,Male,Bangalore,Regular,84,ORD000270,2023-09-27,3562.94,7,UPI,15,Yes,PROD00270,Electronics,15709.72,3.7,In Stock,Word of Mouth,10
CUST00271,26,Female,Delhi,Silver,38,ORD000271,2023-09-28,3816.67,8,Wallet,7,No,PROD00271,Accessories,12998.12,4.6,In Stock,Word of Mouth,10
CUST00272,58,Male,Kolkata,Silver,25,ORD000272,2023-09-29,4389.73,7,Net Banking,47,No,PROD00272,Clothing,14989.32,3.0,In Stock,Google Ads,2
CUST00273,52,Female,Hyderabad,Silver,14,ORD000273,2023-09-30,2599.8,4,Wallet,17,No,PROD00273,Groceries,18128.88,4.9,Out of Stock,Social Media,10
CUST00274,36,Female,Chennai,Silver,75,ORD000274,2023-10-01,3705.2,8,UPI,47,No,PROD00274,Clothing,17284.58,4.8,In Stock,Social Media,5
CUST00275,33,Male,Chennai,Regular,32,ORD000275,2023-10-02,3172.03,5,Credit Card,42,No,PROD00275,Groceries,13513.76,4.5,In Stock,Word of Mouth,5
CUST00276,20,Female,Mumbai,Regular,11,ORD000276,2023-10-03,1095.87,9,Wallet,38,No,PROD00276,Clothing,4371.3,3.0,In Stock,Word of Mouth,1
CUST00277,37,Male,Mumbai,Gold,61,ORD000277,2023-10-04,323.31,5,Net Banking,48,No,PROD00277,Electronics,12790.29,1.6,In Stock,Google Ads,3
CUST00278,41,Male,Chennai,Silver,18,ORD000278,2023-10-05,1565.8,1,UPI,48,No,PROD00278,Clothing,10171.05,1.9,In Stock,Email Marketing,5
CUST00279,50,Female,Chennai,Regular,27,ORD000279,2023-10-06,2326.56,9,Credit Card,11,No,PROD00279,Clothing,14372.66,3.6,In Stock,Word of Mouth,9
CUST00280,41,Female,Pune,Gold,55,ORD000280,2023-10-07,3162.11,5,Net Banking,44,Yes,PROD00280,Electronics,16675.34,2.7,In Stock,Word of Mouth,10
CUST00281,28,Female,Hyderabad,Regular,54,ORD000281,2023-10-08,4279.8,6,Net Banking,9,No,PROD00281,Groceries,14880.16,1.6,Out of Stock,Email Marketing,1
CUST00282,25,Male,Bangalore,Regular,82,ORD000282,2023-10-09,1141.98,4,Net Banking,6,No,PROD00282,Groceries,16946.57,2.9,In Stock,Word of Mouth,8
CUST00283,53,Male,Mumbai,Regular,87,ORD000283,2023-10-10,802.64,6,Wallet,45,Yes,PROD00283,Electronics,1370.94,1.1,In Stock,Social Media,1
CUST00284,55,Female,Pune,Silver,75,ORD000284,2023-10-11,4824.7,8,UPI,0,Yes,PROD00284,Clothing,729.24,3.9,Out of Stock,Word of Mouth,9
CUST00285,57,Female,Pune,Silver,21,ORD000285,2023-10-12,718.61,3,Net Banking,48,Yes,PROD00285,Clothing,5244.16,1.3,In Stock,Social Media,6
CUST00286,37,Female,Bangalore,Regular,44,ORD000286,2023-10-13,2496.76,5,Wallet,35,Yes,PROD00286,Clothing,18023.26,3.5,In Stock,Google Ads,1
CUST00287,52,Male,Pune,Gold,5,ORD000287,2023-10-14,3010.71,2,UPI,20,No,PROD00287,Accessories,16490.82,4.2,Out of Stock,Google Ads,8
CUST00288,42,Female,Hyderabad,Regular,87,ORD000288,2023-10-15,2798.6,2,UPI,36,No,PROD00288,Groceries,13686.27,1.5,In Stock,Social Media,5
CUST00289,52,Male,Chennai,Regular,41,ORD000289,2023-10-16,612.95,7,Wallet,23,No,PROD00289,Clothing,14045.1,3.1,In Stock,Social Media,7
CUST00290,42,Male,Kolkata,Regular,59,ORD000290,2023-10-17,473.73,6,Wallet,24,No,PROD00290,Groceries,14560.74,4.1,Out of Stock,Email Marketing,7
CUST00291,46,Female,Bangalore,Regular,89,ORD000291,2023-10-18,706.32,4,Net Banking,6,No,PROD00291,Clothing,18857.79,2.0,In Stock,Social Media,7
CUST00292,35,Male,Chennai,Regular,54,ORD000292,2023-10-19,3010.82,5,UPI,41,No,PROD00292,Electronics,16660.6,1.7,Out of Stock,Social Media,6
CUST00293,63,Female,Chennai,Silver,74,ORD000293,2023-10-20,2812.86,1,Credit Card,16,No,PROD00293,Electronics,12505.47,2.3,In Stock,Word of Mouth,8
CUST00294,35,Male,Delhi,Gold,22,ORD000294,2023-10-21,1321.96,7,Wallet,28,No,PROD00294,Groceries,13347.74,3.2,In Stock,Email Marketing,9
CUST00295,19,Male,Bangalore,Silver,83,ORD000295,2023-10-22,3261.32,8,UPI,29,No,PROD00295,Groceries,4353.43,3.3,In Stock,Social Media,2
CUST00296,52,Female,Pune,Regular,65,ORD000296,2023-10-23,4136.32,9,UPI,6,No,PROD00296,Electronics,13180.64,1.5,Out of Stock,Social Media,7
CUST00297,33,Female,Kolkata,Regular,64,ORD000297,2023-10-24,399.58,8,Net Banking,32,No,PROD00297,Accessories,8551.11,2.8,In Stock,Social Media,2
CUST00298,58,Female,Bangalore,Regular,71,ORD000298,2023-10-25,2591.02,5,Credit Card,6,Yes,PROD00298,Electronics,3143.94,2.1,In Stock,Word of Mouth,6
CUST00299,53,Female,Pune,Regular,4,ORD000299,2023-10-26,3508.69,3,Net Banking,23,No,PROD00299,Clothing,16147.42,4.4,In Stock,Word of Mouth,2
CUST00300,50,Female,Chennai,Silver,65,ORD000300,2023-10-27,1411.1,9,Credit Card,10,No,PROD00300,Accessories,10253.92,2.3,In Stock,Word of Mouth,10
CUST00301,21,Female,Kolkata,Regular,15,ORD000301,2023-10-28,1677.3,6,Credit Card,8,No,PROD00301,Electronics,19550.76,4.4,In Stock,Google Ads,6
CUST00302,50,Female,Pune,Silver,76,ORD000302,2023-10-29,3145.46,5,Wallet,11,No,PROD00302,Accessories,5705.42,2.7,Out of Stock,Word of Mouth,2
CUST00303,31,Male,Hyderabad,Gold,22,ORD000303,2023-10-30,4510.09,3,UPI,34,Yes,PROD00303,Accessories,9665.34,3.9,In Stock,Social Media,1
CUST00304,38,Female,Pune,Regular,86,ORD000304,2023-10-31,4087.64,6,UPI,3,No,PROD00304,Accessories,9015.11,3.0,In Stock,Word of Mouth,7
CUST00305,37,Male,Delhi,Gold,47,ORD000305,2023-11-01,2999.03,3,UPI,35,No,PROD00305,Groceries,2503.51,3.5,In Stock,Word of Mouth,3
CUST00306,25,Other,Chennai,Silver,81,ORD000306,2023-11-02,3705.06,6,Credit Card,27,No,PROD00306,Electronics,8579.69,2.6,In Stock,Email Marketing,4
CUST00307,24,Female,Pune,Silver,93,ORD000307,2023-11-03,1951.15,4,UPI,12,No,PROD00307,Groceries,5822.31,4.1,In Stock,Social Media,6
CUST00308,20,Male,Mumbai,Silver,46,ORD000308,2023-11-04,3276.63,2,Wallet,22,No,PROD00308,Groceries,3290.38,2.7,In Stock,Word of Mouth,5
CUST00309,34,Female,Mumbai,Regular,14,ORD000309,2023-11-05,2437.67,8,Credit Card,18,Yes,PROD00309,Clothing,5714.9,2.8,In Stock,Google Ads,4
CUST00310,50,Female,Delhi,Regular,50,ORD000310,2023-11-06,1111.69,4,Credit Card,41,No,PROD00310,Clothing,4741.71,3.1,In Stock,Email Marketing,9
CUST00311,29,Male,Hyderabad,Regular,20,ORD000311,2023-11-07,3568.34,9,Credit Card,36,No,PROD00311,Accessories,14708.06,4.3,In Stock,Word of Mouth,6
CUST00312,39,Female,Chennai,Regular,50,ORD000312,2023-11-08,2871.03,7,Credit Card,38,No,PROD00312,Accessories,712.43,3.6,In Stock,Email Marketing,6
CUST00313,39,Female,Bangalore,Silver,33,ORD000313,2023-11-09,1921.38,2,Wallet,23,Yes,PROD00313,Clothing,12387.51,2.4,In Stock,Email Marketing,2
CUST00314,63,Male,Delhi,Regular,59,ORD000314,2023-11-10,4574.43,4,UPI,15,No,PROD00314,Clothing,15237.16,3.7,Out of Stock,Google Ads,6
CUST00315,47,Female,Hyderabad,Gold,43,ORD000315,2023-11-11,300.48,5,Wallet,32,No,PROD00315,Electronics,9666.4,3.6,In Stock,Google Ads,7
CUST00316,55,Male,Bangalore,Silver,79,ORD000316,2023-11-12,1715.71,3,UPI,11,No,PROD00316,Accessories,18638.14,4.7,In Stock,Google Ads,8
CUST00317,55,Female,Mumbai,Regular,12,ORD000317,2023-11-13,473.03,9,Wallet,33,No,PROD00317,Accessories,14186.83,4.4,In Stock,Social Media,8
CUST00318,62,Other,Mumbai,Regular,40,ORD000318,2023-11-14,3879.33,5,Net Banking,6,No,PROD00318,Clothing,14983.68,3.6,In Stock,Email Marketing,9
CUST00319,25,Female,Bangalore,Gold,20,ORD000319,2023-11-15,3570.12,2,Net Banking,10,No,PROD00319,Electronics,4018.98,2.4,In Stock,Word of Mouth,10
CUST00320,44,Male,Delhi,Gold,94,ORD000320,2023-11-16,1790.49,3,Net Banking,30,No,PROD00320,Clothing,15568.18,4.1,In Stock,Google Ads,3
CUST00321,44,Female,Mumbai,Silver,38,ORD000321,2023-11-17,3443.18,9,Net Banking,28,No,PROD00321,Clothing,16658.69,3.3,In Stock,Google Ads,10
CUST00322,51,Female,Chennai,Regular,3,ORD000322,2023-11-18,2100.5,7,Credit Card,12,No,PROD00322,Groceries,7289.2,4.9,In Stock,Email Marketing,7
